pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,habitability_score,terraformability_score,st_activity,pl_atmos,pl_surf_temp,pl_escape_vel,pl_radiation_flux,ESI,pl_water_probability
GJ 581 e,1.38,2.48,3.1481,912.5307146,3500,0.3,0.3,-0.08,0,-0.523347569,1.302247427,-0.152994683,42.75575512,46.18004862,1,0.089851568,920.7299462,15.0142734,0.005641209,0.01296867,0
G 264-012 b,1.39,2.5,2.30538,587,3326,0.3,0.3,0.1,-0.815817341,0.476011577,1.293928886,-0.153474382,43.46883122,48.37868791,1,0.266037369,602.6163935,15.02036986,0.005662302,0.071106643,0
EPIC 212624936 c,2.3,5.9,11.811437,912.5307146,5765,1,0.93,-0.39,0,-2.244466099,1.115311909,-0.163774565,43.89413252,51.26346777,0.55875,0.107909056,922.3777474,17.93825157,0.165266375,0.009920692,0
K2-104 b,1.79,3.86,1.9741954,798,3712,0.51,0.48,0.18,-0.287027119,0.920171197,1.20470647,-0.15861951,42.97865313,47.65877035,1,0.139723539,809.1499384,16.44694195,0.024938908,0.019592354,0
EPIC 201615463 c,1.22,1.98,3.80464,912.5307146,5942.5,1.07,1.6,-0.051,0,-0.362339707,1.330287557,-0.151377712,48.85743059,54.44433874,0.514375,0.09665893,921.3511389,14.26824975,1.175251634,0.013729512,0
EPIC 206032309 b,1.01,1.01,2.87814,912.5307146,3489,0.22,0.37,0.014262971,0,-3.37E-16,0.99009901,-0.170995131,42.81782609,44.15786564,1,0.07708751,919.5651867,11.2,0.008995443,0.016027351,0
EPIC 212424622 b,2.17,5.35,18.0983,912.5307146,5782.33,1.11,1.22,0.014262971,0,-3.37E-16,1.136146446,-0.162573114,44.27752193,51.46924548,0.5544175,0.105962504,922.2001186,17.58591812,0.216568763,0.010245784,0
TOI-1244 b,2.467,6.6,6.40031648,714.8624065,4722,0.75,0.72,0.034,-0.495379472,0.10957989,1.08444027,-0.165554818,43.35715548,50.6425728,0.8195,0.206194668,729.6024881,18.31915409,0.067079705,0.025164344,0
TOI-1301.01,2.477,6.7,6.09640721,737.3642914,4820.4,0.77,0.73,0.014262971,-0.438987165,-3.37E-16,1.09200038,-0.165118854,43.39692221,50.73751592,0.7949,0.193748149,751.6505881,18.42011854,0.077354438,0.022237657,0
TOI-1772.01,2.905,8.78,8.05424687,877.6725493,5583,0.99,1,0.128,-0.087358564,0.631467444,1.040404549,-0.168094196,44.27898049,52.52243884,0.60425,0.134654241,889.4907824,19.47117734,0.216942048,0.010140046,0
GJ 3293 d,2.67,7.6,48.1345,912.5307146,3466,0.42,0.4,0.02,0,0.031851956,1.066083126,-0.166613407,42.67893503,48.28773082,1,0.106186712,922.2205783,18.89596989,0.00156562,0.009135211,0
BD-08 2823 b,3.61,12.7132,5.6,912.5307146,4816,0.5,0.71,-0.06,0,-0.412307664,0.975529654,-0.171835292,43.21523431,51.28970891,0.796,0.134586075,924.8121073,21.01802292,0.077154355,0.007557385,0
BD-10 3166 b,14.1,187.5197,3.48777,912.5307146,5393,1.47,0.91,0.38,0,2.030570248,0.943210603,-0.173699012,44.59490572,72.47235542,0.65175,0.998991695,1003.691775,40.84434314,0.273272391,0.001932739,0
GJ 720 A b,3.77,13.64,19.466,401,3837,0.57,0.56,-0.14,-1.281954694,-0.856467285,0.959691548,-0.172748617,49.69273798,55.027295,1,0.546343468,422.9083731,21.30367523,0.008427821,0.145107517,0.531568149
BD-13 2130 b,12.5,3108.3774,714.29999,912.5307146,4545,2.12,19.17,-0.08,0,-0.523347569,19.89361536,0.919100956,44.32981543,97.4203017,0.86375,1,1003.783786,176.6159361,1.760688509,0.000838641,0
HD 215152 d,1.48,2.801,10.86499,912.5307146,4935,0.77,0.73,-0.1,0,-0.634387474,1.27876187,-0.154349008,43.13362749,47.9888171,0.76625,0.094516529,921.1556382,15.40790952,0.057809336,0.012511877,0
AB Pic b,12.3,4290.5,,912.5307146,5285,0.9,1,0.04,0,0.142891861,28.35944213,1.407293971,42.56499212,98.59064314,0.67875,1,1003.783786,209.1796443,0,0.000756247,0
CoRoT-7 d,4.31,17.142,8.966,912.5307146,5250,0.92,0.84,0.02,0,0.031851956,0.92279865,-0.174876094,43.45721815,53.10396427,0.6875,0.163326416,927.4347517,22.33624337,0.111434537,0.0066981,0
HD 113337 c,12.1,6299.67686,5429.93477,912.5307146,6667.33,1.4,1.53,0.07,0,0.309451719,43.0276406,2.253154892,42.66246415,99.47720682,0.3331675,1,1003.783786,255.5550539,0.013434374,0.000667353,0
EPIC 246851721 b,11.781,953.49,6.180235,1401,6202,1.32,1.59,0.141,1.224160104,0.703643382,6.869922387,0.168072603,49.97593233,91.86566592,0.4495,1,1541.1,100.7592708,0.996493538,0.000178463,0
K2-128 b,1.42,2.6,5.675819,912.5307146,4469.51,0.71,0.78,-0.26,0,-1.522706715,1.289426701,-0.153734006,43.21538353,47.33007536,0.8826225,0.091969635,920.9232263,15.15515995,0.068459389,0.012786527,0
K2-123 b,2.76,8.05,30.951524,338,4035,0.62,0.59,0.03,-1.439839926,0.087371909,1.056763285,-0.167150848,53.94560126,54.0017162,0.99125,0.547178975,356.4946494,19.12764143,0.00839808,0.301529819,0.762171356
K2-132 b,14.572,155.7367,9.1751,1586,4840,1.08,3.85,-0.01,1.687791342,-0.134707901,0.733419821,-0.185796873,45.02994774,69.79765598,0.79,0.925866391,1732.84241,36.61456892,1.665145615,0.000165851,0
K2-113 b,12.14,410.0007,5.817685,1098,5660,1.04,1.24,0.27,0.464807321,1.41985077,2.781936577,-0.067666465,45.80140181,81.99585663,0.585,0.999999982,1207.799998,65.08800772,0.437688843,0.000706001,0
KMT-2021-BLG-1105L b,13.6,413.17693,,912.5307146,5412.39249,0.63,,0.014262971,0,-3.37E-16,2.23387181,-0.099271339,42.57475697,78.67218205,0.646901878,0.999999991,1003.783785,61.73288885,0,0.001555075,0
OGLE2-TR-L9 b,18.046,1430.175,2.4855335,2034,6933,1.52,1.53,-0.05,2.810530771,-0.356787712,4.391645501,0.025159513,37.91071257,87.51652979,0.26675,1,2237.4,99.70619368,2.644505239,2.37E-05,0
HD 105618 c,11.9,8419.59233,77114.07158,912.5307146,5671,1.01,1.27,0.014262971,0,-3.37E-16,59.45619893,3.200529275,42.56922972,99.76289921,0.58225,1,1003.783786,297.9134246,0.000826127,0.00060724,0
TOI-837 b,9.169,120.45697,8.3249113,995.3,5995,1.14,1.05,0.01,0.207429331,-0.023667996,1.432807972,-0.145465737,44.87204642,72.88276196,0.50125,0.967429667,1091.588275,40.5950428,0.311056147,0.001682541,0
PDS 70 b,30.488,953.49,43500,1204,3972,0.76,1.26,-0.11,0.730455489,-0.689907427,1.025789551,-0.168936989,42.56137975,77.77790374,1,1,1324.4,62.63421318,0.000286643,0.000288733,0
GJ 357 b,1.2,1.84,3.9306,518,3505,0.34,0.34,-0.12,-0.988739262,-0.745427379,1.277777778,-0.154405757,45.5073662,48.42000563,1,0.31503874,534.3190067,13.8687178,0.006284835,0.120065911,0.144725671
WASP-124 b,13.899,190.698,3.37265,1400,6050,1.07,1.02,-0.02,1.22165399,-0.190227854,0.987140632,-0.17116573,46.67892004,74.95407373,0.4875,0.994254305,1539.195603,41.4857852,0.556071763,0.000278787,0
K2-338 b,1.03,1.08,3.850614,783,4558,0.66,0.63,-0.23,-0.324618841,-1.356146858,1.018003582,-0.169385977,43.37490694,46.00132016,0.8605,0.127338491,792.9706038,11.4686233,0.062562617,0.029320161,0
K2-187 b,1.2,1.87,0.77401,1815,5438,0.97,0.83,0,2.261691631,-0.079187949,1.298611111,-0.153204375,47.31925528,51.13139045,0.6405,0.002773088,1815.503316,13.98132087,0.641167942,0.00063381,0
HD 164604 b,12.3,4544.94622,641.472,912.5307146,4684,0.77,0.77,-0.18,0,-1.078547095,30.0412864,1.504279729,42.59006727,98.71451016,0.829,1,1003.783786,215.2929662,0.003442604,0.0007419,0
KIC 8540376 c,2.4,6.35,75.2,912.5307146,6474,1.04,1.26,-0.16,0,-0.96750719,1.102430556,-0.164517385,43.70771584,52.16879269,0.3815,0.113227069,922.8630324,18.21793988,0.140446146,0.009666659,0
KOI-217 b,12.442,376.9823739,3.90512,1046,5545,0.95,0.86,0.12,0.334489351,0.587051482,2.435233733,-0.08765954,44.43165687,79.99756488,0.61375,0.999999916,1150.599991,61.65005191,0.252970589,0.00089472,0
Kepler-603 c,6.5,34.5,127.9075774,401,5808,1.01,1.01,0.03,-1.281954694,0.087371909,0.816568047,-0.181002022,48.98461214,62.47323404,0.548,0.781831307,432.3514354,25.80304097,0.041024331,0.095119413,0.498779738
Kepler-275 c,3.38,11.4,16.088134,875,6165,1.19,1.38,0.08,-0.094056279,0.364971672,0.99786422,-0.17054734,45.53305058,55.30234999,0.45875,0.154153279,888.4884119,20.56894885,0.387296195,0.009311011,0
Kepler-170 c,2.86,8.55,16.665863,702,5679,1.07,1.04,0.39,-0.527614139,2.086090201,1.045283388,-0.167812851,43.9959802,53.41281439,0.58025,0.23812895,718.7166523,19.36502507,0.154700648,0.024529213,0
Kepler-598 c,3.024,9.4,86.4945,367,5245,0.9,0.9,0.03,-1.367162597,0.087371909,1.027931749,-0.168813456,52.02789153,55.96204114,0.68875,0.54800902,387.1119311,19.74654213,0.028121027,0.220758667,0.655861351
Kepler-139 d,1.695,4.65808,7.30569992,972,5622,1.08,1.05,0.35,0.149036856,1.864010391,1.621315512,-0.134595202,44.59488389,51.95134772,0.5945,0.093841985,981.1214409,18.5667822,0.262456456,0.008420533,0
Kepler-655 b,2.71,7.8,46.4063358,588,6170,1.15,1.24,0,-0.813311226,-0.079187949,1.062077041,-0.166844423,44.29456317,54.96434645,0.4575,0.328522123,607.3171008,19.00118466,0.154818323,0.048677388,0
K2-331 b,1.79,3.86,9.398977,909,5994,1.1,1.06,0.08,-0.008848376,0.364971672,1.20470647,-0.15861951,44.85383522,51.69697642,0.5015,0.103225543,918.3832018,16.44694195,0.292178425,0.011536735,0
Kepler-1819 b,3.904,14.5,16.48690033,760,6090,1.17,1.07,0.21,-0.382259481,1.086731055,0.95136766,-0.173228625,44.34442816,55.6267055,0.4775,0.248787453,778.9078464,21.58475479,0.218122551,0.014736213,0
WASP-52 b,14.24,146.2,1.7497798,1315,5008.37,0.87,0.79,0.03,1.008634232,0.087371909,0.720986933,-0.186513832,44.34902087,69.4265454,0.7479075,0.958382036,1441.027238,35.88696361,0.24262789,0.000405184,0
HD 158259 e,2.34,6.08,7.951,912.5307146,5801.89,1.08,1.21,0.014262971,0,-3.37E-16,1.110380598,-0.164058935,45.43782348,52.93823283,0.5495275,0.108813901,922.4603173,18.05351967,0.373643459,0.009821863,0
TOI-1736 c,12.5,2800,571.25,249,5636,1.04,1.43,0.148,-1.662884143,0.742507349,17.92,0.805289835,53.06152452,96.90034264,0.591,1,273.9,167.6262509,0.026888199,0.068262484,0.951041667
WASP-3 b,15.917,772.3269,1.84683,2020,6400,1.62,1.44,0,2.775445164,-0.079187949,3.048447562,-0.052297759,42.01754968,84.00052652,0.4,1,2222,78.01677527,2.073560843,3.05E-05,0
TOI-4153 b,16.119,365.50267,4.6174141,1669,6860,1.57,1.6,0.317,1.89579887,1.680794547,1.406741706,-0.146968883,43.77567126,77.89115971,0.285,0.999997704,1835.899617,53.33278366,1.834398676,9.65E-05,0
TOI-125 d,2.93,13.6,19.98,638.1,5320,0.86,0.85,-0.02,-0.687754875,-0.190227854,1.584176869,-0.136736851,43.44576746,56.39513579,0.67,0.374924695,662.0239448,24.12979691,0.070519719,0.030314947,0
TOI-178 b,1.152,1.5,1.914558,1040,4316,0.65,0.65,-0.23,0.319452662,-1.356146858,1.130280671,-0.162911371,43.28628821,45.58216434,0.921,0.051655762,1045.372199,12.78019301,0.085309348,0.008454198,0
HD 11506 d,12.3,4068.20361,26500,912.5307146,6123,1.22,1.24,0.3,0,1.586410628,26.89010252,1.322562573,42.58115727,98.49405747,0.46925,1,1003.783786,203.6886395,0.002181522,0.000769722,0
HR 858 c,1.979,3.8,5.973865,1309,6354,1.2,1.26,0.025,0.993597543,0.059611933,0.97026867,-0.172138673,47.81988225,53.7533345,0.4115,0.021515751,1311.816412,15.51982872,0.705206294,0.00235615,0
TOI-1836 b,8.003,38.45724,20.380799,966,6380,1.31,1.58,-0.101,0.134000167,-0.63993947,0.600443958,-0.193465101,46.28081712,60.15459437,0.405,0.30533826,995.4956759,24.55164922,0.497362001,0.003497594,0
TOI-5076 b,3.489,16.14568,23.443162,550,4780,0.79,0.84,0.082,-0.908543589,0.376075662,1.326338578,-0.151605435,43.45150174,56.61152736,0.805,0.466098488,575.6354169,24.09326782,0.040347431,0.047872345,0.001265914
WASP-132 b,10.099,136.03056,7.1335164,682,4686,0.79,0.76,0.15,-0.577736435,0.75361134,1.333766305,-0.151177105,43.14640817,70.56227241,0.8285,0.995169475,749.8705582,41.10522971,0.067430606,0.007781186,0
TOI-620 b,3.76,13.6,5.0988179,603.6,3708,0.58,0.55,0.35,-0.774215835,1.864010391,0.961973744,-0.172617011,43.1243556,52.63356783,1,0.348461696,624.6331479,21.30068424,0.017319199,0.036049931,0
CFBDSIR J145829+101343 b,12.4,3337.1,10037.5,370,580.5,0.02,,0.014262971,-1.359644252,-3.37E-16,21.70330385,1.023459019,48.69432456,97.52700447,1,1,407,183.7349564,0,0.026077768,0.586805556
CoRoT-14 b,12.22,2415.4,1.51214,1952,6035,1.13,1.21,0.05,2.605029358,0.198411814,16.17508793,0.70466719,47.58241849,96.93563425,0.49125,1,2147.2,157.4624305,1.322640105,2.66E-05,0
LP 714-47 b,4.7,30.8,4.052037,700,3950,0.59,0.58,0.41,-0.532626369,2.197130106,1.394296062,-0.147686577,42.95085119,58.16086956,1,0.494572418,734.6200692,28.67110637,0.028908038,0.014941797,0
TOI-1075 b,1.791,9.95,0.6047328,1323,3875,0.6,0.58,-0.08,1.02868315,-0.523347569,3.1019294,-0.049213659,43.27733185,51.98050202,1,0.04548064,1329.017089,26.39865316,0.095160558,0.00181379,0
K2-154 c,2.07,4.94,7.95486,552,4097,0.65,0.63,0.21,-0.903531359,1.086731055,1.152885715,-0.161607822,43.85482194,50.36242084,0.97575,0.312107631,569.2283412,17.30200067,0.025177529,0.071971071,0.023512704
55 Cnc c,8.51,54.4738,44.3989,912.5307146,5172,0.91,0.94,0.35,0,1.864010391,0.752191726,-0.184714367,42.93267627,60.13451621,0.707,0.544339386,962.2033555,28.33655687,0.045240926,0.003658508,0
55 Cnc e,1.875,7.99,0.7365474,1958,5172,0.91,0.94,0.35,2.620066047,1.864010391,2.272711111,-0.09703162,47.72180662,55.7510611,0.707,0.002809076,1958.550017,23.12015686,0.695524589,0.000303494,0
55 Cnc f,7.59,44.812,259.88,912.5307146,5172,0.91,0.94,0.35,0,1.864010391,0.777876722,-0.183233208,42.70872121,57.93579479,0.707,0.426154108,951.4185859,27.21412018,0.013929356,0.004151853,0
TOI-2459 b,2.953,9.03,19.104718,445.01,4195,0.66,0.68,0.014262971,-1.171660581,-3.37E-16,1.035525639,-0.168375545,48.00340967,53.33011126,0.95125,0.453105157,465.1736326,19.58529757,0.017978017,0.121549964,0.384813776
TOI-251 b,2.74,317.83,4.93777,1041.194266,5875,1.04,0.88,-0.106,0.32244563,-0.667699446,42.33443444,2.213180249,44.67676692,93.03385465,0.53125,1,1145.313693,120.625794,0.285451792,0.00125025,0
GJ 180 c,2.41,6.4,24.329,912.5307146,3371,0.43,0.41,0.014262971,0,-3.37E-16,1.101909402,-0.164547438,42.69125586,47.91440206,1,0.101601993,921.8022085,18.2515389,0.002319582,0.009690058,0
HD 136118 b,12.3,4164.18779,1187.59765,912.5307146,6097,1.18,1.68,-0.05,0,-0.356787712,27.52454088,1.359148294,42.79408857,98.57375685,0.47575,1,1003.783786,206.0775204,0.031202805,0.000763789,0
HD 153557 b,4.77,20.34102,7.29903,912.5307146,4837,0.79,0.75,0.014262971,0,-3.37E-16,0.893996809,-0.17653699,43.1715233,52.93239959,0.79075,0.181975114,929.1365027,23.12837906,0.073418689,0.006235875,0
HD 155918 b,2.67,7.62788,1.87567,912.5307146,5771.84,1.03,1.02,-0.662,0,-3.754608808,1.069993968,-0.166387883,47.72387122,55.70322851,0.55704,0.115154467,923.0389135,18.93059734,0.681150437,0.009093496,0
HD 156098 b,4.12,15.89142,21.85849,912.5307146,6419.19,1.29,2.76,0.12,0,0.587051482,0.936199218,-0.174103333,46.45908691,57.37648988,0.3952025,0.163319675,927.4341366,21.9963574,1.484392772,0.006887627,0
GJ 3138 d,3.23,10.5,257.8,912.5307146,3717,0.68,0.5,-0.3,0,-1.744786526,1.006431577,-0.170053292,42.66298183,49.09062404,1,0.118868045,923.3777888,20.19349127,0.001057008,0.008136099,0
HD 134060 c,5.91,29.29,1291.5646,912.5307146,5966,1.09,1.16,0.14,0,0.698091387,0.838579825,-0.179732683,42.71447374,55.81772621,0.5085,0.265856288,936.7909175,24.93354145,0.012896189,0.005241947,0
GJ 433 b,2.33,6.043,7.3705,912.5307146,3461,0.48,0.5,-0.17,0,-1.023027142,1.113116838,-0.163901146,42.73890699,47.83721603,1,0.100287175,921.6822274,18.03708531,0.00849777,0.009877914,0
GJ 433 d,2.14,5.223,36.059,912.5307146,3461,0.48,0.47,-0.17,0,-1.023027142,1.140492619,-0.162322486,42.70156365,47.4874028,1,0.097367319,921.4157816,17.49730447,0.002605451,0.010361138,0
CoRoT-30 b,11.31,921.707,9.06005,912.5307146,5650,0.98,0.91,0.02,0,0.031851956,7.205558956,0.187427527,43.85367295,89.63129857,0.5875,1,1003.783786,101.1074513,0.17421252,0.00126691,0
OGLE-2018-BLG-0532L b,2.37,6.228,,912.5307146,5412.39249,0.2,,0.014262971,0,-3.37E-16,1.108796667,-0.164150275,42.67500178,49.68848787,0.646901878,0.10760284,922.3498043,18.15591545,0,0.009753025,0
OGLE-2018-BLG-0383L b,2.41,6.4,,912.5307146,5412.39249,0.1,,0.014262971,0,-3.37E-16,1.101909402,-0.164547438,42.67390139,49.74416051,0.646901878,0.108231858,922.4072041,18.2515389,0,0.009663063,0
KMT-2021-BLG-0322L b,12.7,2034.1018,,912.5307146,5412.39249,0.62,,0.014262971,0,-3.37E-16,12.61145638,0.499165699,42.56748559,94.81169343,0.646901878,1,1003.783786,141.7432885,0,0.000960234,0
TOI-1680 b,1.466,2.75,4.8026345,404,3225,0.18,0.21,0.04,-1.274436349,0.142891861,1.279572074,-0.154302287,50.95764907,50.57825012,1,0.43177119,421.4435561,15.33971831,0.001503584,0.24639569,0.536654319
HD 5278 b,2.45,7.8,14.339156,943,6203,1.13,1.19,-0.12,0.076359527,-0.745427379,1.299458559,-0.153155506,45.00691448,54.03770006,0.44925,0.112844208,953.6412088,19.98399359,0.318694942,0.008000382,0
HD 10180 d,3.45,11.75,16.357,912.5307146,5911,1.06,1.11,0.08,0,0.364971672,0.987187566,-0.171163023,44.19412771,53.48558563,0.52225,0.135765315,924.9197166,20.66937804,0.209432403,0.0077662,0
HD 102272 b,12.9,1570.0802,127.58,912.5307146,4790,1.45,10.3,-0.41,0,-2.355506004,9.435011117,0.315991812,42.73575128,92.53646945,0.8025,1,1003.783786,123.5617601,1.977203123,0.001040552,0
HD 42618 b,3.89,14.4,149.61,337,5727,1.01,1,-0.09,-1.442346041,-0.578867522,0.951619405,-0.173214108,53.3274531,58.57130942,0.56825,0.63733961,358.4783449,21.54886836,0.034247181,0.241815141,0.755283525
OGLE-2018-BLG-0962L b,13.6,425.89007,,912.5307146,5412.39249,0.54,,0.014262971,0,-3.37E-16,2.302606347,-0.095307672,42.57458687,78.98677168,0.646901878,0.999999996,1003.783786,62.67543049,0,0.00154116,0
HD 110014 b,12.4,3524.59,835.477,912.5307146,4445,2.17,20.9,0.19,0,0.97569115,22.9226717,1.093775466,44.59602605,97.97939016,0.88875,1,1003.783786,188.8258648,1.724698362,0.000805877,0
HD 131496 b,13.4,572.094,896,912.5307146,4846,1.34,4.44,0.25,0,1.308810865,3.186088216,-0.04436053,43.34454925,82.30876703,0.7885,1,1003.783786,73.18116518,0.104950398,0.001415274,0
GJ 3929 b,1.09,1.75,2.616235,568,3384,0.31,0.32,-0.02,-0.863433522,-0.190227854,1.472939988,-0.143151472,43.68444106,48.19935556,1,0.284424758,584.1553263,14.19135284,0.006345415,0.088235039,0
HAT-P-46 b,14.392,156.684,4.463129,1458,6120,1.28,1.4,0.3,1.367008648,1.586410628,0.756453697,-0.184468594,49.32836589,74.98214626,0.47,0.959110622,1597.838329,36.95470779,0.910036162,0.000244342,0
TOI-1855 b,18.495,360.09959,1.36414864,1701,5359,0.99,1.04,0.399,1.975994544,2.136058158,1.052722622,-0.167383858,47.38374265,77.75694375,0.66025,0.999995901,1871.099303,49.41993482,0.650704426,8.54E-05,0
K2-215 b,2.124,5.16,8.269648,912.5307146,5704,1,0.97,0.11,0,0.531531529,1.143775203,-0.162133191,44.29348879,51.30844068,0.574,0.104912924,922.1043412,17.45683943,0.218521096,0.010368639,0
K2-179 b,2.513,6.86,5.172191,912.5307146,5015,0.82,0.77,0.03,0,0.087371909,1.086273384,-0.165449109,43.49885468,50.21594136,0.74625,0.10808134,922.3934689,18.50477617,0.112505049,0.009444369,0
HD 37605 b,13.2,854.9627,55.01292,912.5307146,5329,0.94,0.91,0.27,0,1.41985077,4.906810721,0.054867192,42.87518251,86.77974843,0.66775,1,1003.783786,90.13731994,0.041423398,0.001254978,0
HD 40307 d,3.04,9.5,20.432,541,4956,0.77,0.72,-0.31,-0.931098622,-1.800306478,1.027960526,-0.168811797,44.08530422,53.55176444,0.761,0.374534596,561.2623216,19.79898987,0.037543905,0.06113416,0.051172494
HD 75289 b,14.2,155.7367,3.50927,1260,6117,1.29,1.23,0.26,0.870797918,1.364330818,0.772350228,-0.1835519,48.67849002,74.73786692,0.47075,0.980244887,1383.510856,37.09106765,0.822955096,0.000481517,0
K2-346 b,2.26,5.73,26.201446,450,4801,0.71,0.7,-0.18,-1.159155068,-1.078547095,1.121857624,-0.163397097,48.13394499,52.88138666,0.79975,0.421433204,468.9644942,17.83368593,0.026476622,0.137439407,0.371651062
K2-335 b,2.21,5.52,12.283211,949,6222,1.23,1.33,0.1,0.091396216,0.476011577,1.130197989,-0.162916139,45.96746101,53.66426774,0.4445,0.095363215,958.0499691,17.70074007,0.446791824,0.008619581,0
K2-344 b,1.59,3.15,3.35585,722,4374,0.51,0.49,-0.95,-0.477491843,-5.353583442,1.245995016,-0.156238552,43.19067442,48.36101773,0.9065,0.179755998,734.9783831,15.76430168,0.035177267,0.030741854,0
HD 46375 b,10,71.8,3.023573,912.5307146,5285,0.92,0.91,0.24,0,1.253290913,0.718,-0.186686077,44.63755685,64.9538544,0.67875,0.738758757,979.9447203,30.01098466,0.277207917,0.003023538,0
HD 7924 c,2.72,7.86,15.299,583.6,5075,0.83,0.78,-0.15,-0.824338131,-0.911987237,1.062391869,-0.166826268,43.60212359,52.81412854,0.73125,0.321053961,602.3367092,19.03903112,0.058755412,0.050095452,0
G 264-012 c,1.76,3.75,8.0518,387,3326,0.3,0.3,0.1,-1.317040301,0.476011577,1.210614669,-0.158278806,51.68456567,51.38966513,1,0.455786881,404.6389523,16.34847783,0.00245976,0.257337513,0.595003638
HD 23127 b,13.5,485.32641,1211.17,912.5307146,5843,1.21,1.49,0.29,0,1.530890675,2.6629707,-0.074526789,42.72383363,80.86633482,0.53925,1,1003.783786,67.15341467,0.020433175,0.001484768,0
HD 233832 b,13.5,565.7374,2058,912.5307146,4981,0.71,0.68,-0.66,0,-3.743504818,3.104183265,-0.049083687,42.58465448,81.75136487,0.75475,1,1003.783786,72.50343515,0.001578375,0.001417682,0
HD 238090 b,2.52,6.89,13.671,469.6,3933,0.58,0.57,-0.03,-1.110035218,-0.245747806,1.084971025,-0.165524211,47.033148,51.90154229,1,0.404100434,488.5765564,18.51941924,0.012199307,0.112210208,0.303553624
HD 30856 b,13.5,491.68301,847,912.5307146,4895,1.17,4.4,-0.06,0,-0.412307664,2.697849163,-0.072515476,43.39284996,80.69021006,0.77625,1,1003.783786,67.59175754,0.111399621,0.001478981,0
HD 212301 b,14.2,162.0933,2.24571,912.5307146,6239,1.55,1.16,0.18,0,0.920171197,0.803874727,-0.181733999,49.52510773,75.89563392,0.44025,0.99641589,1003.456725,37.84045785,1.066669775,0.002009341,0
